PID FD NAME
1269 cwd /
1269 rtd /
1269 txt /usr/lib/systemd/systemd
1269 mem /usr/lib/x86_64-linux-gnu/libgpg-error.so.0.32.1
1269 DEL
1269 mem /usr/lib/x86_64-linux-gnu/libcap-ng.so.0.0.0
1269 mem /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.10.4
1269 mem /usr/lib/x86_64-linux-gnu/liblzma.so.5.2.5
1269 mem /usr/lib/x86_64-linux-gnu/libzstd.so.1.4.8
1269 mem /usr/lib/x86_64-linux-gnu/liblz4.so.1.9.3
1269 mem /usr/lib/x86_64-linux-gnu/libip4tc.so.2.0.0
1269 mem /usr/lib/x86_64-linux-gnu/libgcrypt.so.20.3.4
1269 mem /usr/lib/x86_64-linux-gnu/libcrypt.so.1.1.0
1269 mem /usr/lib/x86_64-linux-gnu/libcap.so.2.44
1269 mem /usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0
1269 mem /usr/lib/x86_64-linux-gnu/libacl.so.1.1.2301
1269 mem /usr/lib/x86_64-linux-gnu/libc.so.6
1269 mem /usr/lib/x86_64-linux-gnu/libapparmor.so.1.8.2
1269 mem /usr/lib/x86_64-linux-gnu/libkmod.so.2.3.7
1269 mem /usr/lib/x86_64-linux-gnu/libaudit.so.1.0.0
1269 mem /usr/lib/x86_64-linux-gnu/libpam.so.0.85.1
1269 mem /usr/lib/x86_64-linux-gnu/libmount.so.1.1.0
1269 mem /usr/lib/x86_64-linux-gnu/libselinux.so.1
1269 mem /usr/lib/x86_64-linux-gnu/libseccomp.so.2.5.3
1269 mem /usr/lib/systemd/libsystemd-shared-249.so
1269 mem /usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2
1269 0r /dev/null
1269 1u type=STREAM
1269 2u type=STREAM
1269 3u type=DGRAM
1269 4u [eventpoll]
1269 5u [signalfd]
1269 6r inotify
1269 7r /sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service
1269 8u [timerfd]
1269 9u [eventpoll]
1269 10r /proc/1269/mountinfo
1269 11r inotify
1269 12r inotify
1269 13r inotify
1269 14r /proc/swaps
1269 15u
1269 16r inotify
1269 17r inotify
1269 19u /run/user/1000/systemd/private
1269 20u type=STREAM
1269 21u [timerfd]
1269 23u /run/user/1000/systemd/notify
1269 26u type=DGRAM
1269 27u type=DGRAM
1269 28u /run/user/1000/gnupg/S.gpg-agent.ssh
1269 29u /run/user/1000/bus
1269 30u /run/user/1000/gnupg/S.gpg-agent
1269 31u /run/user/1000/gnupg/S.gpg-agent.browser
1269 32u /run/user/1000/gnupg/S.gpg-agent.extra
1269 33u /run/user/1000/pulse/native
1269 34u /run/user/1000/pipewire-0
1269 35u /run/user/1000/gnupg/S.dirmngr
1269 36u type=STREAM
1269 37u /run/user/1000/pk-debconf-socket
1269 38u /run/user/1000/snapd-session-agent.socket
1270 cwd denied)
1270 rtd denied)
1270 txt denied)
1270 NOFD
1276 cwd /home/andriy
1276 rtd /
1276 txt /usr/bin/pipewire
1276 mem /usr/lib/x86_64-linux-gnu/pipewire-0.3/libpipewire-module-session-manager.so
1276 mem /usr/lib/x86_64-linux-gnu/pipewire-0.3/libpipewire-module-link-factory.so
1276 mem /usr/lib/x86_64-linux-gnu/pipewire-0.3/libpipewire-module-adapter.so
1276 mem /usr/lib/x86_64-linux-gnu/pipewire-0.3/libpipewire-module-access.so
1276 mem /usr/lib/x86_64-linux-gnu/pipewire-0.3/libpipewire-module-portal.so
1276 mem /usr/lib/x86_64-linux-gnu/pipewire-0.3/libpipewire-module-client-device.so
